Source IP,Destination IP,Source Port,Destination Port,Protocol,Timestamp,SYN Flag Count,ACK Flag Count,Label
172.16.0.5,192.168.50.1,22819,22819,6,2018-12-01 13:30:30.860629,0,1,Syn
172.16.0.5,192.168.50.1,61203,5134,6,2018-12-01 13:30:30.860728,0,1,Syn
172.16.0.5,192.168.50.1,61204,5134,6,2018-12-01 13:30:30.860778,0,1,Syn
172.16.0.5,192.168.50.1,7027,7027,6,2018-12-01 13:30:30.860829,0,1,Syn
172.16.0.5,192.168.50.1,61205,5365,6,2018-12-01 13:30:30.861469,0,1,Syn
172.16.0.5,192.168.50.1,61206,6505,6,2018-12-01 13:30:30.861519,0,1,Syn
172.16.0.5,192.168.50.1,32366,32366,6,2018-12-01 13:30:30.861521,0,1,Syn
172.16.0.5,192.168.50.1,783,564,6,2018-12-01 13:30:30.861573,0,1,Syn
172.16.0.5,192.168.50.1,45266,45266,6,2018-12-01 13:30:30.861620,0,1,Syn
172.16.0.5,192.168.50.1,63274,2858,6,2018-12-01 13:30:30.861672,0,1,Syn
172.16.0.5,192.168.50.1,31646,31646,6,2018-12-01 13:30:30.861808,0,1,Syn
172.16.0.5,192.168.50.1,766,766,6,2018-12-01 13:30:30.861861,0,1,Syn
172.16.0.5,192.168.50.1,59022,59022,6,2018-12-01 13:30:30.861999,0,1,Syn
172.16.0.5,192.168.50.1,58364,58364,6,2018-12-01 13:30:30.862001,0,1,Syn
172.16.0.5,192.168.50.1,61207,34697,6,2018-12-01 13:30:30.862158,0,1,Syn
172.16.0.5,192.168.50.1,61208,19076,6,2018-12-01 13:30:30.862160,0,1,Syn
172.16.0.5,192.168.50.1,7849,7849,6,2018-12-01 13:30:30.862210,0,1,Syn
172.16.0.5,192.168.50.1,52136,50105,6,2018-12-01 13:30:30.862259,0,1,Syn
172.16.0.5,192.168.50.1,51755,51755,6,2018-12-01 13:30:30.862350,0,1,Syn
172.16.0.5,192.168.50.1,61209,30688,6,2018-12-01 13:30:30.862455,0,1,Syn
172.16.0.5,192.168.50.1,61210,30688,6,2018-12-01 13:30:30.862457,0,1,Syn
172.16.0.5,192.168.50.1,61211,11062,6,2018-12-01 13:30:30.862506,0,1,Syn
172.16.0.5,192.168.50.1,61212,23968,6,2018-12-01 13:30:30.862904,0,1,Syn
172.16.0.5,192.168.50.1,61213,50388,6,2018-12-01 13:30:30.862906,0,1,Syn
172.16.0.5,192.168.50.1,50582,50582,6,2018-12-01 13:30:30.863684,0,1,Syn
172.16.0.5,192.168.50.1,61214,15968,6,2018-12-01 13:30:30.863741,0,1,Syn
172.16.0.5,192.168.50.1,61215,18727,6,2018-12-01 13:30:30.863742,0,1,Syn
172.16.0.5,192.168.50.1,61216,52496,6,2018-12-01 13:30:30.863795,0,1,Syn
172.16.0.5,192.168.50.1,42706,42706,6,2018-12-01 13:30:30.863894,0,1,Syn
172.16.0.5,192.168.50.1,21178,21178,6,2018-12-01 13:30:30.863896,0,1,Syn
172.16.0.5,192.168.50.1,61217,23179,6,2018-12-01 13:30:30.863946,0,1,Syn
172.16.0.5,192.168.50.1,61218,23179,6,2018-12-01 13:30:30.863993,0,1,Syn
172.16.0.5,192.168.50.1,61219,31433,6,2018-12-01 13:30:30.864056,0,1,Syn
172.16.0.5,192.168.50.1,61220,49973,6,2018-12-01 13:30:30.864059,0,1,Syn
172.16.0.5,192.168.50.1,25593,25593,6,2018-12-01 13:30:30.864106,0,1,Syn
172.16.0.5,192.168.50.1,61221,23179,6,2018-12-01 13:30:30.864108,0,1,Syn
172.16.0.5,192.168.50.1,61222,21211,6,2018-12-01 13:30:30.864178,0,1,Syn
172.16.0.5,192.168.50.1,61223,61474,6,2018-12-01 13:30:30.864228,0,1,Syn
172.16.0.5,192.168.50.1,61224,39857,6,2018-12-01 13:30:30.864230,0,1,Syn
172.16.0.5,192.168.50.1,61225,21211,6,2018-12-01 13:30:30.864294,0,1,Syn
172.16.0.5,192.168.50.1,61226,21211,6,2018-12-01 13:30:30.864296,0,1,Syn
172.16.0.5,192.168.50.1,61227,11984,6,2018-12-01 13:30:30.864344,0,1,Syn
172.16.0.5,192.168.50.1,62001,62001,6,2018-12-01 13:30:30.864397,0,1,Syn
172.16.0.5,192.168.50.1,57767,57767,6,2018-12-01 13:30:30.864398,0,1,Syn
172.16.0.5,192.168.50.1,32168,32168,6,2018-12-01 13:30:30.864492,0,1,Syn
172.16.0.5,192.168.50.1,26448,26448,6,2018-12-01 13:30:30.864494,0,1,Syn
172.16.0.5,192.168.50.1,55322,55322,6,2018-12-01 13:30:30.864840,0,1,Syn
172.16.0.5,192.168.50.1,39427,64442,6,2018-12-01 13:30:30.864980,0,1,Syn
172.16.0.5,192.168.50.1,62877,62877,6,2018-12-01 13:30:30.864982,0,1,Syn
172.16.0.5,192.168.50.1,61228,55875,6,2018-12-01 13:30:30.865031,0,1,Syn
172.16.0.5,192.168.50.1,61229,54042,6,2018-12-01 13:30:30.865091,0,1,Syn
172.16.0.5,192.168.50.1,61230,52621,6,2018-12-01 13:30:30.865092,0,1,Syn
172.16.0.5,192.168.50.1,61231,28158,6,2018-12-01 13:30:30.865331,0,1,Syn
172.16.0.5,192.168.50.1,59257,59257,6,2018-12-01 13:30:30.865333,0,1,Syn
172.16.0.5,192.168.50.1,61232,40302,6,2018-12-01 13:30:30.865380,0,1,Syn
172.16.0.5,192.168.50.1,61233,25634,6,2018-12-01 13:30:30.865441,0,1,Syn
172.16.0.5,192.168.50.1,31664,31664,6,2018-12-01 13:30:30.865443,0,1,Syn
172.16.0.5,192.168.50.1,53062,53062,6,2018-12-01 13:30:30.865991,0,1,Syn
172.16.0.5,192.168.50.1,65364,61584,6,2018-12-01 13:30:30.866421,0,1,Syn
172.16.0.5,192.168.50.1,61234,4902,6,2018-12-01 13:30:30.866423,0,1,Syn
172.16.0.5,192.168.50.1,34058,34058,6,2018-12-01 13:30:30.866491,0,1,Syn
172.16.0.5,192.168.50.1,61235,5777,6,2018-12-01 13:30:30.866699,0,1,Syn
172.16.0.5,192.168.50.1,62551,2135,6,2018-12-01 13:30:30.867057,0,1,Syn
172.16.0.5,192.168.50.1,22121,22121,6,2018-12-01 13:30:30.867058,0,1,Syn
172.16.0.5,192.168.50.1,61236,7515,6,2018-12-01 13:30:30.867174,0,1,Syn
172.16.0.5,192.168.50.1,61237,30321,6,2018-12-01 13:30:30.867176,0,1,Syn
172.16.0.5,192.168.50.1,55978,55978,6,2018-12-01 13:30:30.867226,0,1,Syn
172.16.0.5,192.168.50.1,61238,31711,6,2018-12-01 13:30:30.867280,0,1,Syn
172.16.0.5,192.168.50.1,61239,22114,6,2018-12-01 13:30:30.867282,0,1,Syn
172.16.0.5,192.168.50.1,61240,1600,6,2018-12-01 13:30:30.867585,0,1,Syn
172.16.0.5,192.168.50.1,61241,12008,6,2018-12-01 13:30:30.867587,0,1,Syn
172.16.0.5,192.168.50.1,61242,59096,6,2018-12-01 13:30:30.867872,0,1,Syn
172.16.0.5,192.168.50.1,61243,58567,6,2018-12-01 13:30:30.868151,0,1,Syn
172.16.0.5,192.168.50.1,52996,52996,6,2018-12-01 13:30:30.868249,0,1,Syn
172.16.0.5,192.168.50.1,59001,4721,6,2018-12-01 13:30:30.868251,0,1,Syn
172.16.0.5,192.168.50.1,61244,45000,6,2018-12-01 13:30:30.868368,0,1,Syn
172.16.0.5,192.168.50.1,14434,14434,6,2018-12-01 13:30:30.868442,0,1,Syn
172.16.0.5,192.168.50.1,61245,44614,6,2018-12-01 13:30:30.868443,0,1,Syn
172.16.0.5,192.168.50.1,21157,21157,6,2018-12-01 13:30:30.868492,0,1,Syn
172.16.0.5,192.168.50.1,18784,44663,6,2018-12-01 13:30:30.868494,0,1,Syn
172.16.0.5,192.168.50.1,61246,6644,6,2018-12-01 13:30:30.868543,0,1,Syn
172.16.0.5,192.168.50.1,7658,7658,6,2018-12-01 13:30:30.868896,0,1,Syn
172.16.0.5,192.168.50.1,61247,57139,6,2018-12-01 13:30:30.868898,0,1,Syn
172.16.0.5,192.168.50.1,34566,34566,6,2018-12-01 13:30:30.869058,0,1,Syn
172.16.0.5,192.168.50.1,61248,38050,6,2018-12-01 13:30:30.869142,0,1,Syn
172.16.0.5,192.168.50.1,61249,7020,6,2018-12-01 13:30:30.869373,0,1,Syn
172.16.0.5,192.168.50.1,17998,17998,6,2018-12-01 13:30:30.869704,0,1,Syn
172.16.0.5,192.168.50.1,61250,49037,6,2018-12-01 13:30:30.869755,0,1,Syn
172.16.0.5,192.168.50.1,61251,18556,6,2018-12-01 13:30:30.869812,0,1,Syn
172.16.0.5,192.168.50.1,61252,25811,6,2018-12-01 13:30:30.869866,0,1,Syn
172.16.0.5,192.168.50.1,61253,45113,6,2018-12-01 13:30:30.870312,0,1,Syn
172.16.0.5,192.168.50.1,36404,36404,6,2018-12-01 13:30:30.870313,0,1,Syn
172.16.0.5,192.168.50.1,61254,45804,6,2018-12-01 13:30:30.870364,0,1,Syn
172.16.0.5,192.168.50.1,61255,52152,6,2018-12-01 13:30:30.870424,0,1,Syn
172.16.0.5,192.168.50.1,47375,47375,6,2018-12-01 13:30:30.870426,0,1,Syn
172.16.0.5,192.168.50.1,61256,12431,6,2018-12-01 13:30:30.870548,0,1,Syn
172.16.0.5,192.168.50.1,784,390,6,2018-12-01 13:30:30.870550,0,1,Syn
172.16.0.5,192.168.50.1,12901,12901,6,2018-12-01 13:30:30.870601,0,1,Syn
172.16.0.5,192.168.50.1,55168,55168,6,2018-12-01 13:30:30.870657,0,1,Syn
172.16.0.5,192.168.50.1,61257,5915,6,2018-12-01 13:30:30.870659,0,1,Syn
172.16.0.5,192.168.50.1,61258,48363,6,2018-12-01 13:30:30.870708,0,1,Syn
172.16.0.5,192.168.50.1,60893,60893,6,2018-12-01 13:30:30.871055,0,1,Syn
172.16.0.5,192.168.50.1,61259,54130,6,2018-12-01 13:30:30.871057,0,1,Syn
172.16.0.5,192.168.50.1,61260,59854,6,2018-12-01 13:30:30.871109,0,1,Syn
172.16.0.5,192.168.50.1,39339,39339,6,2018-12-01 13:30:30.871158,0,1,Syn
172.16.0.5,192.168.50.1,61261,33301,6,2018-12-01 13:30:30.871207,0,1,Syn
172.16.0.5,192.168.50.1,61262,44122,6,2018-12-01 13:30:30.871467,0,1,Syn
172.16.0.5,192.168.50.1,785,863,6,2018-12-01 13:30:30.871640,0,1,Syn
172.16.0.5,192.168.50.1,21781,21781,6,2018-12-01 13:30:30.871642,0,1,Syn
172.16.0.5,192.168.50.1,61263,58654,6,2018-12-01 13:30:30.871691,0,1,Syn
172.16.0.5,192.168.50.1,5433,5433,6,2018-12-01 13:30:30.871746,0,1,Syn
172.16.0.5,192.168.50.1,28348,28348,6,2018-12-01 13:30:30.871747,0,1,Syn
172.16.0.5,192.168.50.1,61264,41408,6,2018-12-01 13:30:30.871799,0,1,Syn
172.16.0.5,192.168.50.1,61265,28348,6,2018-12-01 13:30:30.871854,0,1,Syn
172.16.0.5,192.168.50.1,44631,44631,6,2018-12-01 13:30:30.871857,0,1,Syn
172.16.0.5,192.168.50.1,61266,14565,6,2018-12-01 13:30:30.871903,0,1,Syn
172.16.0.5,192.168.50.1,62310,1894,6,2018-12-01 13:30:30.871972,0,1,Syn
172.16.0.5,192.168.50.1,61267,4404,6,2018-12-01 13:30:30.871974,0,1,Syn
172.16.0.5,192.168.50.1,45434,45434,6,2018-12-01 13:30:30.872022,0,1,Syn
172.16.0.5,192.168.50.1,21388,21388,6,2018-12-01 13:30:30.872081,0,1,Syn
172.16.0.5,192.168.50.1,19536,19536,6,2018-12-01 13:30:30.872083,0,1,Syn
172.16.0.5,192.168.50.1,61268,15329,6,2018-12-01 13:30:30.872288,0,1,Syn
172.16.0.5,192.168.50.1,61269,2334,6,2018-12-01 13:30:30.872289,0,1,Syn
172.16.0.5,192.168.50.1,61270,64864,6,2018-12-01 13:30:30.872339,0,1,Syn
172.16.0.5,192.168.50.1,61271,61682,6,2018-12-01 13:30:30.872435,0,1,Syn
172.16.0.5,192.168.50.1,61272,57563,6,2018-12-01 13:30:30.872436,0,1,Syn
172.16.0.5,192.168.50.1,46326,46326,6,2018-12-01 13:30:30.872654,0,1,Syn
172.16.0.5,192.168.50.1,61273,46326,6,2018-12-01 13:30:30.872656,0,1,Syn
172.16.0.5,192.168.50.1,61274,56244,6,2018-12-01 13:30:30.872947,0,1,Syn
172.16.0.5,192.168.50.1,57219,57219,6,2018-12-01 13:30:30.872949,0,1,Syn
172.16.0.5,192.168.50.1,61275,13937,6,2018-12-01 13:30:30.872998,0,1,Syn
172.16.0.5,192.168.50.1,61276,45977,6,2018-12-01 13:30:30.873052,0,1,Syn
172.16.0.5,192.168.50.1,61277,44543,6,2018-12-01 13:30:30.873612,0,1,Syn
172.16.0.5,192.168.50.1,10243,10243,6,2018-12-01 13:30:30.873745,0,1,Syn
172.16.0.5,192.168.50.1,61278,44736,6,2018-12-01 13:30:30.873747,0,1,Syn
172.16.0.5,192.168.50.1,61279,13895,6,2018-12-01 13:30:30.873797,0,1,Syn
172.16.0.5,192.168.50.1,61280,50166,6,2018-12-01 13:30:30.873881,0,1,Syn
172.16.0.5,192.168.50.1,42472,42472,6,2018-12-01 13:30:30.873970,0,1,Syn
172.16.0.5,192.168.50.1,61281,55047,6,2018-12-01 13:30:30.873972,0,1,Syn
172.16.0.5,192.168.50.1,61282,17821,6,2018-12-01 13:30:30.874276,0,1,Syn
172.16.0.5,192.168.50.1,61283,17821,6,2018-12-01 13:30:30.874278,0,1,Syn
172.16.0.5,192.168.50.1,61284,1761,6,2018-12-01 13:30:30.874328,0,1,Syn
172.16.0.5,192.168.50.1,61285,3514,6,2018-12-01 13:30:30.875196,0,1,Syn
172.16.0.5,192.168.50.1,26429,26429,6,2018-12-01 13:30:30.875523,0,1,Syn
172.16.0.5,192.168.50.1,61286,28413,6,2018-12-01 13:30:30.875524,0,1,Syn
172.16.0.5,192.168.50.1,58920,58920,6,2018-12-01 13:30:30.875571,0,1,Syn
172.16.0.5,192.168.50.1,63681,3265,6,2018-12-01 13:30:30.875628,0,1,Syn
172.16.0.5,192.168.50.1,61287,37414,6,2018-12-01 13:30:30.875767,0,1,Syn
172.16.0.5,192.168.50.1,61288,13334,6,2018-12-01 13:30:30.875866,0,1,Syn
172.16.0.5,192.168.50.1,59386,59386,6,2018-12-01 13:30:30.875969,0,1,Syn
172.16.0.5,192.168.50.1,61289,2673,6,2018-12-01 13:30:30.875972,0,1,Syn
172.16.0.5,192.168.50.1,20573,20573,6,2018-12-01 13:30:30.876361,0,1,Syn
172.16.0.5,192.168.50.1,61290,34466,6,2018-12-01 13:30:30.876363,0,1,Syn
172.16.0.5,192.168.50.1,35450,35450,6,2018-12-01 13:30:30.876409,0,1,Syn
172.16.0.5,192.168.50.1,61291,17873,6,2018-12-01 13:30:30.876470,0,1,Syn
172.16.0.5,192.168.50.1,29158,29158,6,2018-12-01 13:30:30.876472,0,1,Syn
172.16.0.5,192.168.50.1,61292,62048,6,2018-12-01 13:30:30.876522,0,1,Syn
172.16.0.5,192.168.50.1,61293,15030,6,2018-12-01 13:30:30.876575,0,1,Syn
172.16.0.5,192.168.50.1,61294,15030,6,2018-12-01 13:30:30.876577,0,1,Syn
172.16.0.5,192.168.50.1,61295,60640,6,2018-12-01 13:30:30.876627,0,1,Syn
172.16.0.5,192.168.50.1,58838,58838,6,2018-12-01 13:30:30.876683,0,1,Syn
172.16.0.5,192.168.50.1,61296,32973,6,2018-12-01 13:30:30.876898,0,1,Syn
172.16.0.5,192.168.50.1,55245,55245,6,2018-12-01 13:30:30.877064,0,1,Syn
172.16.0.5,192.168.50.1,61297,3947,6,2018-12-01 13:30:30.877373,0,1,Syn
172.16.0.5,192.168.50.1,61298,46524,6,2018-12-01 13:30:30.877466,0,1,Syn
172.16.0.5,192.168.50.1,61299,1824,6,2018-12-01 13:30:30.877606,0,1,Syn
172.16.0.5,192.168.50.1,61300,30919,6,2018-12-01 13:30:30.877810,0,1,Syn
172.16.0.5,192.168.50.1,61301,31185,6,2018-12-01 13:30:30.878021,0,1,Syn
172.16.0.5,192.168.50.1,61302,63235,6,2018-12-01 13:30:30.878087,0,1,Syn
172.16.0.5,192.168.50.1,33865,33865,6,2018-12-01 13:30:30.878173,0,1,Syn
172.16.0.5,192.168.50.1,60829,60829,6,2018-12-01 13:30:30.878175,0,1,Syn
172.16.0.5,192.168.50.1,61303,24801,6,2018-12-01 13:30:30.878398,0,1,Syn
172.16.0.5,192.168.50.1,61304,53670,6,2018-12-01 13:30:30.878725,0,1,Syn
172.16.0.5,192.168.50.1,61305,29812,6,2018-12-01 13:30:30.878726,0,1,Syn
172.16.0.5,192.168.50.1,61306,41194,6,2018-12-01 13:30:30.879049,0,1,Syn
172.16.0.5,192.168.50.1,61307,53865,6,2018-12-01 13:30:30.879050,0,1,Syn
172.16.0.5,192.168.50.1,27049,27049,6,2018-12-01 13:30:30.879098,0,1,Syn
172.16.0.5,192.168.50.1,61308,41018,6,2018-12-01 13:30:30.879498,0,1,Syn
172.16.0.5,192.168.50.1,61309,10656,6,2018-12-01 13:30:30.879499,0,1,Syn
172.16.0.5,192.168.50.1,61310,51087,6,2018-12-01 13:30:30.879622,0,1,Syn
172.16.0.5,192.168.50.1,61311,54476,6,2018-12-01 13:30:30.879624,0,1,Syn
172.16.0.5,192.168.50.1,818,307,6,2018-12-01 13:30:30.879673,0,1,Syn
172.16.0.5,192.168.50.1,39648,39648,6,2018-12-01 13:30:30.879674,0,1,Syn
172.16.0.5,192.168.50.1,61312,39648,6,2018-12-01 13:30:30.879741,0,1,Syn
172.16.0.5,192.168.50.1,786,307,6,2018-12-01 13:30:30.879743,0,1,Syn
172.16.0.5,192.168.50.1,61313,11254,6,2018-12-01 13:30:30.879791,0,1,Syn
172.16.0.5,192.168.50.1,34957,34957,6,2018-12-01 13:30:30.879973,0,1,Syn
172.16.0.5,192.168.50.1,61314,41642,6,2018-12-01 13:30:30.879975,0,1,Syn
172.16.0.5,192.168.50.1,23181,23181,6,2018-12-01 13:30:30.880021,0,1,Syn
172.16.0.5,192.168.50.1,61315,7099,6,2018-12-01 13:30:30.880074,0,1,Syn
172.16.0.5,192.168.50.1,61316,16940,6,2018-12-01 13:30:30.880123,0,1,Syn
172.16.0.5,192.168.50.1,61317,38208,6,2018-12-01 13:30:30.880125,0,1,Syn
172.16.0.5,192.168.50.1,61318,6248,6,2018-12-01 13:30:30.880173,0,1,Syn
172.16.0.5,192.168.50.1,61319,46746,6,2018-12-01 13:30:30.880242,0,1,Syn
172.16.0.5,192.168.50.1,61320,38262,6,2018-12-01 13:30:30.880243,0,1,Syn
172.16.0.5,192.168.50.1,31834,31834,6,2018-12-01 13:30:30.880292,0,1,Syn
172.16.0.5,192.168.50.1,61321,44376,6,2018-12-01 13:30:30.880346,0,1,Syn
172.16.0.5,192.168.50.1,61322,2448,6,2018-12-01 13:30:30.880349,0,1,Syn
172.16.0.5,192.168.50.1,22786,22786,6,2018-12-01 13:30:30.880397,0,1,Syn
172.16.0.5,192.168.50.1,58789,58789,6,2018-12-01 13:30:30.880657,0,1,Syn
172.16.0.5,192.168.50.1,61323,6623,6,2018-12-01 13:30:30.880658,0,1,Syn
172.16.0.5,192.168.50.1,34413,34413,6,2018-12-01 13:30:30.880840,0,1,Syn
172.16.0.5,192.168.50.1,787,767,6,2018-12-01 13:30:30.880891,0,1,Syn
172.16.0.5,192.168.50.1,61324,43557,6,2018-12-01 13:30:30.880893,0,1,Syn
172.16.0.5,192.168.50.1,61325,51285,6,2018-12-01 13:30:30.880944,0,1,Syn
172.16.0.5,192.168.50.1,61326,13065,6,2018-12-01 13:30:30.881220,0,1,Syn
172.16.0.5,192.168.50.1,51448,51448,6,2018-12-01 13:30:30.881221,0,1,Syn
172.16.0.5,192.168.50.1,61327,3204,6,2018-12-01 13:30:30.881541,0,1,Syn
172.16.0.5,192.168.50.1,61021,61021,6,2018-12-01 13:30:30.881543,0,1,Syn
172.16.0.5,192.168.50.1,61328,3204,6,2018-12-01 13:30:30.881592,0,1,Syn
172.16.0.5,192.168.50.1,61329,35006,6,2018-12-01 13:30:30.881643,0,1,Syn
172.16.0.5,192.168.50.1,55293,55293,6,2018-12-01 13:30:30.881693,0,1,Syn
172.16.0.5,192.168.50.1,41669,41669,6,2018-12-01 13:30:30.881811,0,1,Syn
172.16.0.5,192.168.50.1,58139,58139,6,2018-12-01 13:30:30.882189,0,1,Syn
172.16.0.5,192.168.50.1,61330,31860,6,2018-12-01 13:30:30.882190,0,1,Syn
172.16.0.5,192.168.50.1,29683,29683,6,2018-12-01 13:30:30.882240,0,1,Syn
172.16.0.5,192.168.50.1,13571,13571,6,2018-12-01 13:30:30.882964,0,1,Syn
172.16.0.5,192.168.50.1,61331,27482,6,2018-12-01 13:30:30.882966,0,1,Syn
172.16.0.5,192.168.50.1,28994,13703,6,2018-12-01 13:30:30.883015,0,1,Syn
172.16.0.5,192.168.50.1,61332,41207,6,2018-12-01 13:30:30.883016,0,1,Syn
172.16.0.5,192.168.50.1,36721,36721,6,2018-12-01 13:30:30.883066,0,1,Syn
172.16.0.5,192.168.50.1,5837,5837,6,2018-12-01 13:30:30.883120,0,1,Syn
172.16.0.5,192.168.50.1,61333,4281,6,2018-12-01 13:30:30.883121,0,1,Syn
172.16.0.5,192.168.50.1,61334,55142,6,2018-12-01 13:30:30.883171,0,1,Syn
172.16.0.5,192.168.50.1,49042,49042,6,2018-12-01 13:30:30.883229,0,1,Syn
172.16.0.5,192.168.50.1,61335,48946,6,2018-12-01 13:30:30.883231,0,1,Syn
172.16.0.5,192.168.50.1,61336,64245,6,2018-12-01 13:30:30.883280,0,1,Syn
172.16.0.5,192.168.50.1,54645,54645,6,2018-12-01 13:30:30.883363,0,1,Syn
172.16.0.5,192.168.50.1,61337,38133,6,2018-12-01 13:30:30.883366,0,1,Syn
172.16.0.5,192.168.50.1,61338,1927,6,2018-12-01 13:30:30.883411,0,1,Syn
172.16.0.5,192.168.50.1,61339,28331,6,2018-12-01 13:30:30.883485,0,1,Syn
172.16.0.5,192.168.50.1,64528,45504,6,2018-12-01 13:30:30.883487,0,1,Syn
172.16.0.5,192.168.50.1,61340,41097,6,2018-12-01 13:30:30.884086,0,1,Syn
172.16.0.5,192.168.50.1,61341,6378,6,2018-12-01 13:30:30.884159,0,1,Syn
172.16.0.5,192.168.50.1,61342,27059,6,2018-12-01 13:30:30.884357,0,1,Syn
172.16.0.5,192.168.50.1,58706,58706,6,2018-12-01 13:30:30.884643,0,1,Syn
172.16.0.5,192.168.50.1,24016,24016,6,2018-12-01 13:30:30.884742,0,1,Syn
172.16.0.5,192.168.50.1,61343,41698,6,2018-12-01 13:30:30.884835,0,1,Syn
172.16.0.5,192.168.50.1,61344,29852,6,2018-12-01 13:30:30.884933,0,1,Syn
172.16.0.5,192.168.50.1,61581,1165,6,2018-12-01 13:30:30.884934,0,1,Syn
172.16.0.5,192.168.50.1,61345,59807,6,2018-12-01 13:30:30.885041,0,1,Syn
172.16.0.5,192.168.50.1,40348,40348,6,2018-12-01 13:30:30.885042,0,1,Syn
172.16.0.5,192.168.50.1,31964,31964,6,2018-12-01 13:30:30.885093,0,1,Syn
172.16.0.5,192.168.50.1,61346,16384,6,2018-12-01 13:30:30.885146,0,1,Syn
172.16.0.5,192.168.50.1,61347,31195,6,2018-12-01 13:30:30.885148,0,1,Syn
172.16.0.5,192.168.50.1,44825,44825,6,2018-12-01 13:30:30.885194,0,1,Syn
172.16.0.5,192.168.50.1,23372,23372,6,2018-12-01 13:30:30.885265,0,1,Syn
172.16.0.5,192.168.50.1,61348,59807,6,2018-12-01 13:30:30.885266,0,1,Syn
172.16.0.5,192.168.50.1,61349,1165,6,2018-12-01 13:30:30.885317,0,1,Syn
172.16.0.5,192.168.50.1,61350,1165,6,2018-12-01 13:30:30.885366,0,1,Syn
172.16.0.5,192.168.50.1,61351,33239,6,2018-12-01 13:30:30.885368,0,1,Syn
172.16.0.5,192.168.50.1,64403,3987,6,2018-12-01 13:30:30.885684,0,1,Syn
172.16.0.5,192.168.50.1,61352,61135,6,2018-12-01 13:30:30.885686,0,1,Syn
172.16.0.5,192.168.50.1,55605,55605,6,2018-12-01 13:30:30.885926,0,1,Syn
172.16.0.5,192.168.50.1,61353,44553,6,2018-12-01 13:30:30.886693,0,1,Syn
172.16.0.5,192.168.50.1,61354,27306,6,2018-12-01 13:30:30.886826,0,1,Syn
172.16.0.5,192.168.50.1,61355,51766,6,2018-12-01 13:30:30.887183,0,1,Syn
172.16.0.5,192.168.50.1,61356,10921,6,2018-12-01 13:30:30.887325,0,1,Syn
172.16.0.5,192.168.50.1,61357,65022,6,2018-12-01 13:30:30.887326,0,1,Syn
172.16.0.5,192.168.50.1,61358,16523,6,2018-12-01 13:30:30.887374,0,1,Syn
172.16.0.5,192.168.50.1,61359,40815,6,2018-12-01 13:30:30.887435,0,1,Syn
172.16.0.5,192.168.50.1,61360,52735,6,2018-12-01 13:30:30.887437,0,1,Syn
172.16.0.5,192.168.50.1,54616,54616,6,2018-12-01 13:30:30.887488,0,1,Syn
172.16.0.5,192.168.50.1,61361,60517,6,2018-12-01 13:30:30.887540,0,1,Syn
172.16.0.5,192.168.50.1,10726,10726,6,2018-12-01 13:30:30.887542,0,1,Syn
172.16.0.5,192.168.50.1,19300,19300,6,2018-12-01 13:30:30.887592,0,1,Syn
172.16.0.5,192.168.50.1,61362,53864,6,2018-12-01 13:30:30.887641,0,1,Syn
172.16.0.5,192.168.50.1,61363,24724,6,2018-12-01 13:30:30.887695,0,1,Syn
172.16.0.5,192.168.50.1,61364,34279,6,2018-12-01 13:30:30.887742,0,1,Syn
172.16.0.5,192.168.50.1,13516,13516,6,2018-12-01 13:30:30.887745,0,1,Syn
172.16.0.5,192.168.50.1,61365,55396,6,2018-12-01 13:30:30.887903,0,1,Syn
172.16.0.5,192.168.50.1,14268,14268,6,2018-12-01 13:30:30.888050,0,1,Syn
172.16.0.5,192.168.50.1,40017,40017,6,2018-12-01 13:30:30.888052,0,1,Syn
172.16.0.5,192.168.50.1,61366,32685,6,2018-12-01 13:30:30.888102,0,1,Syn
172.16.0.5,192.168.50.1,61367,55091,6,2018-12-01 13:30:30.888153,0,1,Syn
172.16.0.5,192.168.50.1,61368,21798,6,2018-12-01 13:30:30.888201,0,1,Syn
172.16.0.5,192.168.50.1,61369,16371,6,2018-12-01 13:30:30.888203,0,1,Syn
172.16.0.5,192.168.50.1,32688,32688,6,2018-12-01 13:30:30.888251,0,1,Syn
172.16.0.5,192.168.50.1,61370,23140,6,2018-12-01 13:30:30.888311,0,1,Syn
172.16.0.5,192.168.50.1,61371,50368,6,2018-12-01 13:30:30.888312,0,1,Syn
172.16.0.5,192.168.50.1,11346,11346,6,2018-12-01 13:30:30.888364,0,1,Syn
172.16.0.5,192.168.50.1,61372,47105,6,2018-12-01 13:30:30.888421,0,1,Syn
172.16.0.5,192.168.50.1,61373,52954,6,2018-12-01 13:30:30.888422,0,1,Syn
172.16.0.5,192.168.50.1,61374,25068,6,2018-12-01 13:30:30.888471,0,1,Syn
172.16.0.5,192.168.50.1,39847,39847,6,2018-12-01 13:30:30.888533,0,1,Syn
172.16.0.5,192.168.50.1,61375,14194,6,2018-12-01 13:30:30.888678,0,1,Syn
172.16.0.5,192.168.50.1,7533,7533,6,2018-12-01 13:30:30.888679,0,1,Syn
172.16.0.5,192.168.50.1,63955,63955,6,2018-12-01 13:30:30.888729,0,1,Syn
172.16.0.5,192.168.50.1,61376,14194,6,2018-12-01 13:30:30.888786,0,1,Syn
172.16.0.5,192.168.50.1,17607,17607,6,2018-12-01 13:30:30.889122,0,1,Syn
